Lp;Kod;Nazwa;Ilość;Wartość magazynowa;Wartość magazynowa 1;Ostatnia zakupu [netto];Ostatnia zakupu [netto] 1;Detal [netto] [PLN];Detal [netto] [PLN] 1;Detal [brutto] [PLN];Detal [brutto] [PLN] 1;% narzutu;Mag.;Chodliwość:Towar
2721;3;CZAJNIK NA BATERIE  /MPE21830/                  218305;0;0;PLN;5.07; PLN;7.24;PLN;8.91;PLN;42,80%;0;D
2722;04492;Cymbałki341645;0;0;PLN;2.75; PLN;4.06;PLN;4.99;PLN;47,64%;2C;A
2723;05599;Cymbałki 812619;51;266.22;PLN;5.22; PLN;7.46;PLN;9.18;PLN;42,91%;8B;A
2724;04575;Cymbałki 800176;60;320.4;PLN;5.34; PLN;7.64;PLN;9.4;PLN;43,07%;8A;A
2725;03169;Cymbałki 147984;0;0;PLN;5.2; PLN;7.38;PLN;9.08;PLN;41,92%;2D;D
2726;04111;Cymbałki 136476;0;0;PLN;5.3; PLN;7.55;PLN;9.29;PLN;42,45%;0;A
2727;00049;Cymbałki 003165;8;34.16;PLN;4.27; PLN;6.09;PLN;7.49;PLN;42,62%;2B;A
2728;01568;Cyferki magnetyczne 402654;5;17.4;PLN;3.48; PLN;4.87;PLN;5.99;PLN;39,94%;5B;D
2729;03114;Cukierek na baterie 134229;4;34.6;PLN;8.65; PLN;12.28;PLN;15.1;PLN;41,97%;0;A
2730;01348;Co to? Tajemnicze cienie 301348;5;48;PLN;9.6; PLN;12.77;PLN;15.71;PLN;33,02%;0;A
2731;04191;Ciuchcia b&go światło, dźwięk 393197;0;0;PLN;12.02; PLN;17.07;PLN;20.99;PLN;42,01%;5C;D
2732;04101;Ciężarówki 4szt + znaki 136933;3;13.56;PLN;4.52; PLN;6.46;PLN;7.95;PLN;42,92%;5R;A
2733;01924;Ciężarówka z tramwajem  146260;0;0;PLN;7.24; PLN;10.28;PLN;12.64;PLN;41,99%;0;D
2734;03040;Ciężarówka z samochodami RC 300698;0;0;PLN;20.31; PLN;28.84;PLN;35.47;PLN;42,00%;5;D
2735;02824;CIĘŻARÓWKA Z KOPARKą 29CM. /596571/       65710,993318;0;0;PLN;5.99; PLN;8.1;PLN;9.96;PLN;35,23%;0;A
2736;02161;Ciężarówka z dźwigiem sterowana pilotem 614169;0;0;PLN;17.06; PLN;24.22;PLN;29.79;PLN;41,97%;0;D
2737;03487;Ciężarówka śmieciarka sterowana pilotem 096794;0;0;PLN;21.65; PLN;30.07;PLN;36.99;PLN;38,89%;0;D
2738;03185;Ciężarówka sterowana pilotem 142149;0;0;PLN;24.16; PLN;33.81;PLN;41.59;PLN;39,94%;0;D
2739;02254;Ciężarówka sterowana pilotem 128556;0;0;PLN;23.13; PLN;32.51;PLN;39.99;PLN;40,55%;0;D
2740;00283;CIĘŻARÓWKA METAL 4WZ. /2211-4/  PUD.            066146;0;0;PLN;3.62; PLN;5.13;PLN;6.31;PLN;41,71%;0;A
2741;03851;Ciężarówka metal 1:55 014041;1;5.35;PLN;5.35; PLN;7.68;PLN;9.45;PLN;43,55%;0;D
2742;04100;Ciężarówka laweta+znaki 137510;1;4.48;PLN;4.48; PLN;6.38;PLN;7.85;PLN;42,41%;0;A
2743;05644;Ciężarówka laweta z traktorkiem 148578;21;188.16;PLN;8.96; PLN;12.72;PLN;15.65;PLN;41,96%;2B;A
2744;02053;Ciężarówka laweta 146789;50;539.5;PLN;10.79; PLN;15.32;PLN;18.84;PLN;41,98%;9C;D
2745;01782;CIĘŻARÓWKA CYSTERNA /93295/NC                   993295;0;0;PLN;8.09; PLN;11.49;PLN;14.13;PLN;42,03%;0;A
2746;04304;Ciężarówka car friction 35cm 300759;0;0;PLN;7.74; PLN;11.07;PLN;13.62;PLN;43,02%;0;A
2747;04324;Ciężarówka + Auta friction 300742;0;0;PLN;9.91; PLN;14.17;PLN;17.43;PLN;42,99%;9;A
2748;75566;Ciekawa Piramidka Nr3 (9 elem.) (w siatce) 052582;3;20.13;PLN;6.71; PLN;8.86;PLN;10.9;PLN;32,04%;0;A
2749;01328;Ciastolina zestaw 986034;0;0;PLN;10.25; PLN;14.38;PLN;17.69;PLN;40,29%;0;D
2750;02164;Ciastolina dinozaury /814637/;5;37.5;PLN;7.5; PLN;11.25;PLN;13.84;PLN;50,00%;0;A
2751;01734;CIASTOLINA 6 POJEMNIKÓW WKSZ. /025735/          621302;0;0;PLN;8.3; PLN;8.3;PLN;10.21;PLN;0,00%;8;A
2752;01730;CIASTOLINA 4 POJEMNIKI /G060434/                958178;0;0;PLN;5.13; PLN;5.13;PLN;6.31;PLN;0,00%;0;A
2753;03696;Ciastolina 12 szt. display 967491;0;0;PLN;0.59; PLN;0.89;PLN;1.09;PLN;50,85%;0;A
2754;01395;Ciastolina  zestaw 986034;0;0;PLN;10.25; PLN;14.38;PLN;17.69;PLN;40,29%;0;D
2755;01729;CIASTOLINA - ZESTAW /G044331/             40289,618357;0;0;PLN;21.91; PLN;21.91;PLN;26.95;PLN;0,00%;0;A
2756;02381;Chodzący żółwik nakręcanka /Display 12sztuk/ 399069;0;0;PLN;2.08; PLN;2.95;PLN;3.63;PLN;41,83%;2B;D
2757;75575;Chodzące zwierzaki małe 895017;0;0;PLN;11.7; PLN;15.6;PLN;19.19;PLN;33,33%;0;A
2758;01064;Catch ball 18.5cm - łapacz  831878,963596,112753;64;237;PLN;3.71; PLN;5.65;PLN;6.95;PLN;52,29%;2D;A
2759;00480;Buty dla lalki 130085;0;0;PLN;1.73; PLN;2.46;PLN;3.03;PLN;42,20%;0;D
2760;05547;Buty dla lalki 124534;1;1.01;PLN;1.01; PLN;1.46;PLN;1.79;PLN;44,55%;0;A
2761;04420;BUTLA GAZOWA GLUTY  /24 w op/                            806953;0;0;PLN;0.51; PLN;0.69;PLN;0.85;PLN;35,29%;0/7 R;A
2762;00639;Butik Bal 300457;2;20.34;PLN;10.17; PLN;13.53;PLN;16.64;PLN;33,04%;0;A
2763;05634;Butelka ze światłem i dźwiękiem 637519;29;190.53;PLN;6.57; PLN;9.33;PLN;11.48;PLN;42,01%;7A;A
2764;01105;BUTELKA Z MLEKIEM /Q285/  BLISTER               081707;0;0;PLN;2.37; PLN;3.42;PLN;4.21;PLN;44,30%;0;A
2765;01986;Butelka na baterie 082506;0;0;PLN;7.34; PLN;10.4;PLN;12.79;PLN;41,69%;0;A
2766;71478;Bush babies strażnicy drzewa 230001;1;19;PLN;19; PLN;24.7;PLN;30.38;PLN;30,00%;0;A
2767;75451;Buda duża pies + dr 122;0;0;PLN;17.27; PLN;21.87;PLN;26.9;PLN;26,64%;0;A
2768;74455;BUDA DUżA DOKTOR 183 561974;2;39.3;PLN;19.65; PLN;24.38;PLN;29.99;PLN;24,07%;1C;A
2769;72197;Buda duża + doktor 213 147788;8;138.16;PLN;17.27; PLN;21.59;PLN;26.56;PLN;25,01%;5B;D
2770;14223;BUDA DUżA + DOKTOR 128;0;0;PLN;21.59; PLN;26.99;PLN;33.2;PLN;25,01%;1;A
2771;74225;buda duza + pies 121 561745;1;17.96;PLN;17.96; PLN;22.45;PLN;27.61;PLN;25,00%;1C;A
2772;14226;BUDA DUZA + DOKTOR 183;0;0;PLN;21.59; PLN;26.99;PLN;33.2;PLN;25,01%;1;A
2773;75405;Buda doktor pies 147795;0;0;PLN;17.27; PLN;21.94;PLN;26.99;PLN;27,04%;0;A
2774;74221;buda doktor kot 147801;0;0;PLN;18.29; PLN;21.94;PLN;26.99;PLN;19,96%;1A;A
2775;05404;Buda 210673;0;0;PLN;8.53; PLN;12.11;PLN;14.9;PLN;41,97%;0;A
2776;74551;Broń karabin /60069/;0;0;PLN;12.39; PLN;14.38;PLN;17.69;PLN;16,06%;1;A
2777;04542;Brelok z latarką;0;0;PLN;1.24; PLN;1.24;PLN;1.53;PLN;0,00%;0;A
2778;00885;Brelok Łapacz Snów /12szt karta/ 821338;0;0;PLN;1.79; PLN;2.54;PLN;3.12;PLN;41,90%;0;D
2779;00185;Brelok latarka /display 12szt/ 991359;60;123.6;PLN;2.06; PLN;2.93;PLN;3.6;PLN;42,23%;0;D
2780;01509;Brelok Lalka / 12 szt. w op./815269;0;0;PLN;1.76; PLN;5.08;PLN;6.25;PLN;188,64%;0;A
2781;01759;Brelok laleczka /12szt w opakowaniu/ 821109;150;379.5;PLN;2.53; PLN;3.59;PLN;4.42;PLN;41,90%;8A;D
2782;01881;Brelok flaming /12 szt. w op./814194;52;202.8;PLN;3.9; PLN;5.6;PLN;6.89;PLN;43,59%;0;D
2783;04076;Brelok flaming (12 szt. w op.) 997399;29;85.26;PLN;2.94; PLN;4.26;PLN;5.24;PLN;44,90%;0;D
2784;03311;Brelok flaming (12 szt. folia) 406190;0;0;PLN;0.7; PLN;1.05;PLN;1.29;PLN;50,00%;0;D
2785;00473;Brelok Emotik x12 806991;0;0;PLN;1.04; PLN;1.42;PLN;1.75;PLN;36,54%;0;A
2786;03050;Brelok brązowy 815245;0;0;PLN;1.2; PLN;1.74;PLN;2.14;PLN;45,00%;0;A
2787;02656;Brelok Bobas / 12 szt. w op./407128;61;107.36;PLN;1.76; PLN;2.56;PLN;3.15;PLN;45,45%;2C;D
2788;00276;Brelok - Buźka - Latarka /display 12szt/ 302561;204;120.36;PLN;0.59; PLN;1.02;PLN;1.25;PLN;72,88%;1G;D
2789;71268;Bransoletki Pluszowe komplet 2 sztuki 15cm 049322;9;87.57;PLN;9.73; PLN;12.97;PLN;15.95;PLN;33,30%;0;D
2790;02305;BRANSOLETKA LAMBADKA  X10                       00981;0;0;PLN;0.57; PLN;0.77;PLN;0.95;PLN;35,09%;0;A
2791;03727;Bramka z piłką 512359;27;265.95;PLN;9.85; PLN;13.99;PLN;17.21;PLN;42,03%;7A;D
2792;04368;BRAMKA 120X65                                   69345;0;0;PLN;15.55; PLN;21.03;PLN;25.87;PLN;35,24%;0;A
2793;03698;Bobas w nosidle 396884, 964784, 815252;29;283.62;PLN;9.78; PLN;13.81;PLN;16.99;PLN;41,21%;8C;A
2794;04338;BOBAS śPIEWAJąCY                                116782;0;0;PLN;10.85; PLN;14.62;PLN;17.98;PLN;34,75%;0;A
2795;00604;Bobas Newborn 133147;0;0;PLN;36.14; PLN;50.6;PLN;62.24;PLN;40,01%;0;D
2796;75574;Bobas mały 112;0;0;PLN;7.59; PLN;10.12;PLN;12.45;PLN;33,33%;1A;A
2797;75573;Bobas duży 118;0;0;PLN;11.7; PLN;15.6;PLN;19.19;PLN;33,33%;1;A
2798;00511;Bobas Dorotka śpiewający i mówiący po polsku 116492;0;0;PLN;22.83; PLN;31.96;PLN;39.31;PLN;39,99%;0;D
2799;04341;BOBAS DOROTKA ŚPIEWAJĄCA I MÓWIĄCA              116829;0;0;PLN;10.63; PLN;14.36;PLN;17.66;PLN;35,09%;0;A
2800;04340;BOBAS DOROTKA ŚPIEWAJĄCA I MÓWIĄCA              116508;0;0;PLN;18.57; PLN;25.1;PLN;30.87;PLN;35,16%;0;A
2801;01985;BOBAS 30CM.- WEŁNIANE UBRANKO /1403/            870197;0;0;PLN;7.57; PLN;9.61;PLN;11.82;PLN;26,95%;0;A
2802;00626;BMW 1:24 RADIO F/F.+ŁADOW. /Q2193/              120543;0;0;PLN;32.01; PLN;43.87;PLN;53.96;PLN;37,05%;0;A
2803;03949;Blender /6960728/ZR3212M/;11;136.29;PLN;12.39; PLN;17.59;PLN;21.64;PLN;41,97%;1G;A
2804;00533;Biżuteria 143603;3;15.48;PLN;5.16; PLN;7.31;PLN;8.99;PLN;41,67%;1A;D
2805;03021;Biżuteria 143245;0;0;PLN;4.84; PLN;6.87;PLN;8.45;PLN;41,94%;0;D
2806;03970;"BILARD ""MINI POOL""   /G031876/                  918615";0;0;PLN;17.66; PLN;23.28;PLN;28.64;PLN;31,82%;0;A
2807;05102;Bilard   212961;0;0;PLN;3.2; PLN;4.32;PLN;5.31;PLN;35,00%;0;A
2808;03837;BIERKI /NAKŁON/ 800129;4;7.6;PLN;1.9; PLN;2.64;PLN;3.25;PLN;38,95%;0;A
2809;00971;Bierki 300761;18;42.12;PLN;2.34; PLN;3.11;PLN;3.83;PLN;32,91%;0;D
2810;04416;Biedronka na baterie804706;0;0;PLN;3.73; PLN;5.68;PLN;6.99;PLN;52,28%;0;A
2811;2434;BIEDRONKA B/O.ŚW/DZW. /823-01/            04036,020085;0;0;PLN;10.74; PLN;14.57;PLN;17.92;PLN;35,66%;8;D
2812;71405;Bębenek na baterie 168-23 161999;54;581.58;PLN;10.77; PLN;14.63;PLN;17.99;PLN;35,84%;1F;D
2813;70058;BĘBENEK MAŁY /M/ 000353;19;102.6;PLN;5.4; PLN;7.2;PLN;8.86;PLN;33,33%;2;A
2814;70054;BĘBENEK DUŻY. /M/ 000162;16;123.2;PLN;7.7; PLN;10;PLN;12.3;PLN;29,87%;2;A
2815;03366;BĘBENEK DLA MALUCHA /306934/;0;0;PLN;8.97; PLN;12.74;PLN;15.67;PLN;42,03%;5;A
2816;05554;Bębenek 813654;6;29.46;PLN;4.91; PLN;6.98;PLN;8.59;PLN;42,16%;5B;A
2817;05548;Bębenek 091867;0;0;PLN;4.79; PLN;6.8;PLN;8.36;PLN;41,96%;0;A
2818;04565;Bębenek 012269;0;0;PLN;5.65; PLN;8.09;PLN;9.95;PLN;43,19%;0;A
2819;04337;BęBENEK                                         091867;0;0;PLN;4.78; PLN;6.46;PLN;7.95;PLN;35,15%;0;A
2820;00117;BEZPIECZNE NOŻYCZKI  /PB1703/                    08501;0;0;PLN;1.55; PLN;1.83;PLN;2.25;PLN;18,06%;0;A
2821;00089;BEZPIECZNE CĄŻKI  /PB1718/                      085022;21;41.37;PLN;1.97; PLN;2.32;PLN;2.85;PLN;17,77%;2B;A
2822;15655;Betoniarka;1;25;PLN;25; PLN;32.5;PLN;39.98;PLN;30,00%;;A
2823;15658;Beczkowóz;1;20;PLN;20; PLN;26;PLN;31.98;PLN;30,00%;;A
2824;14280;Bąk duży przezr.;40;180;PLN;4.5; PLN;5.85;PLN;7.2;PLN;30,00%;2;A
2825;14377;Bąk duży malowany;46;197.8;PLN;4.3; PLN;5.59;PLN;6.88;PLN;30,00%;2;A
2826;02533;Bączek świecący 135912;0;0;PLN;3.7; PLN;5.28;PLN;6.49;PLN;42,70%;5;A
2827;15305;Baterie x 60;360;54;PLN;0.15; PLN;0.2;PLN;0.25;PLN;33,33%;;A
2828;00875;BATERIE AG-13  1OP.=10SZT.;7;13.65;PLN;1.95; PLN;2.81;PLN;3.46;PLN;44,10%;0;A
2829;34195;Baterie 60 op. ;0;0;PLN;0.2; PLN;0.25;PLN;0.31;PLN;25,00%;1;A
2830;01292;BATERIA R6 PANASONIC  X 4SZT.;372;122.76;PLN;0.33; PLN;0.47;PLN;0.58;PLN;42,42%;0;A
2831;15123;Bateria R6 (op. 40 szt.);2;14.24;PLN;7.12; PLN;9.9;PLN;12.18;PLN;39,04%;1;A
2832;03925;BATERIA R6-OKTAN  X4   /60szt opak/ 171000;1210;278.3;PLN;0.23; PLN;0.32;PLN;0.39;PLN;39,13%;0;A
2833;14195;BATERIA R3 /40 op./;454.5;215.46;PLN;7.12; PLN;9.9;PLN;12.18;PLN;39,04%;0;A
2834;01646;BATERIA R03-OKTAN   X4                          170010;88;29.04;PLN;0.33; PLN;0.48;PLN;0.59;PLN;45,45%;0;A
2835;04452;BATERIA PANASONIC R6L ALKALINE;121;76.23;PLN;0.63; PLN;0.85;PLN;1.04;PLN;34,92%;0;A
2836;04451;Bateria Panasonic R3L Alkaline;70;44.1;PLN;0.63; PLN;0.85;PLN;1.05;PLN;34,92%;0;A
2837;04425;BATERIA PANASONIC R03/TRAY (10sztuk);324;108.92;PLN;0.34; PLN;0.47;PLN;0.58;PLN;38,24%;0;A
2838;12860;BATERIA alkaliczna;5;4.25;PLN;0.85; PLN;0.86;PLN;1.06;PLN;1,18%;0;A
2839;15230;Bateria AA R6 x60;32.7334;294.6;PLN;9; PLN;15;PLN;18.45;PLN;66,67%;;A
2840;5178;Bateria 9V;31;75.02;PLN;2.42; PLN;2.52;PLN;3.1;PLN;4,13%;0;A
2841;01290;Bateria /10szt / AG13 /1154;63;129.15;PLN;2.05; PLN;2.87;PLN;3.53;PLN;40,00%;0;A
2842;01291;Bateria / 10szt / AG10;8;22;PLN;2.75; PLN;3.85;PLN;4.74;PLN;40,00%;0;D
2843;05662;Basen tęcza 3 745221;5;129.85;PLN;25.97; PLN;36.88;PLN;45.36;PLN;42,01%;2D;A
2844;05667;Basen Muchomorek 401058;4;116.96;PLN;29.24; PLN;41.46;PLN;50.99;PLN;41,79%;2D;A
2845;05661;Basen 459240;8;99.68;PLN;12.46; PLN;17.69;PLN;21.76;PLN;41,97%;2D;A
2846;05660;Basen 402390;5;90.5;PLN;18.1; PLN;25.7;PLN;31.61;PLN;41,99%;2C;A
2847;15176;Bańki x24;0;0;PLN;0.55; PLN;0.7;PLN;0.86;PLN;27,27%;0;A
2848;05186;Bańki uśmiech /24szt displ/300871;0;0;PLN;0.65; PLN;1.46;PLN;1.79;PLN;124,62%;0;A
2849;14454;BAńKI STRAż + POLICJA;0;0;PLN;11.05; PLN;14.97;PLN;18.41;PLN;35,48%;0;A
2850;72349;Bańki mydlane MY198Y-2 Statek 372585;36;304.2;PLN;8.45; PLN;11.27;PLN;13.86;PLN;33,37%;1C;D
2851;00193;Bańki mydlane /display 24szt/ 411309;120;105.6;PLN;0.88; PLN;1.25;PLN;1.54;PLN;42,05%;7C;D
2852;00411;Bańki mydlane /display 16szt/ 587088;89;184.23;PLN;2.07; PLN;2.98;PLN;3.67;PLN;43,96%;5;D
2853;03844;Bańki mydlane /24szt opakowanie/137381;169;84.5;PLN;0.5; PLN;0.71;PLN;0.87;PLN;42,00%;1F;D
2854;01510;Bańki mydlane 624788;3;2.7;PLN;0.9; PLN;1.29;PLN;1.59;PLN;43,33%;0;D
2855;04579;Bańki mydlane 094641;52;257.4;PLN;4.95; PLN;7.13;PLN;8.77;PLN;44,04%;5C;A
2856;00886;"BAŃKI MYDL. ""DINO""  X24 223385";0;0;PLN;0.5; PLN;0.77;PLN;0.95;PLN;54,00%;0;D
2857;74448;Bańki MY193Y-2 Koń Mały;21;188.58;PLN;8.98; PLN;11.85;PLN;14.58;PLN;31,96%;4;A
2858;74483;Bańki MY10086Y-2 Muzyka;1;6.34;PLN;6.34; PLN;9.76;PLN;12;PLN;53,94%;4;A
2859;74453;Bańki MY10080-2 Rozkładane;25;211.25;PLN;8.45; PLN;11.18;PLN;13.75;PLN;32,31%;4;A
2860;04454;Bańki 36 szt. display 370881;0;0;PLN;0.55; PLN;0.8;PLN;0.98;PLN;45,45%;0;A
2861;03755;Bańki 12 szt. display 8133264;0;0;PLN;0.57; PLN;0.77;PLN;0.95;PLN;35,09%;0;A
2862;05159;Bańki - pałka 22 cm + bębenek z kulkami x12308693;0;0;PLN;1.79; PLN;2.4;PLN;2.95;PLN;34,08%;1;A
2863;14220;BAńKA PAłKA;0;0;PLN;1.6; PLN;2.17;PLN;2.67;PLN;35,63%;1;A
2864;02154;Bankowe jabłuszko - skarbonka / 000339/;34;231.2;PLN;6.8; PLN;9.18;PLN;11.29;PLN;35,00%;2;A
2865;03151;Banan antystresowy 5x13 cm /12 szt. w op./313185;0;0;PLN;2.04; PLN;2.92;PLN;3.59;PLN;43,14%;0;D
2866;01095;Bałwan grzechotka /135971/;0;0;PLN;11.72; PLN;15.24;PLN;18.75;PLN;30,03%;0;A
2867;01688;Bałwan /136350/;1;16.32;PLN;16.32; PLN;21.22;PLN;26.1;PLN;30,02%;0;A
2868;02276;Balony Wodne /display 24szt/ 411699;38;44.46;PLN;1.17; PLN;1.71;PLN;2.1;PLN;46,15%;0;D
2869;03116;Balony metalic 25 szt. 122837;7;10.29;PLN;1.47; PLN;2.11;PLN;2.59;PLN;43,54%;0;A
2870;03111;Balony metalic 20szt /122820/;17;19.89;PLN;1.17; PLN;1.71;PLN;2.1;PLN;46,15%;0;A
2871;03110;Balony Happy Birthday 10szt /122844/;31;53.63;PLN;1.73; PLN;2.56;PLN;3.15;PLN;47,98%;0;A
2872;01227;BALONY DO MODELOWANIA /100/ RURKI /558012/;0;0;PLN;16; PLN;16.69;PLN;20.53;PLN;4,31%;1;D
2873;00774;Balony 411293;6;14.1;PLN;2.35; PLN;3.34;PLN;4.11;PLN;42,13%;0;D
2874;03513;BALON WALENTYNKOWY Z NADRUKIEM /OPK.20SZT/      831607;0;0;PLN;4.75; PLN;6.35;PLN;7.81;PLN;33,68%;0;A
2875;02080;BALON PIŁKA /25SZT/                             830327;0;0;PLN;21.4; PLN;22.39;PLN;27.54;PLN;4,63%;0;D
2876;00597;"BALON METALIZOWANY 10"" MIX KOLOR                831584";0;0;PLN;18.5; PLN;19.29;PLN;23.73;PLN;4,27%;0;D
2877;01434;"BALON DEKORACYJNY 10"" JEDNOKOL. /100/";0;0;PLN;10.87; PLN;14.9;PLN;18.33;PLN;37,07%;0;A
2878;00169;BALON DEKORACYJNY 10 (MIX KOLOR.)  /830105/;0;0;PLN;14.3; PLN;14.9;PLN;18.33;PLN;4,20%;0;D
2879;02551;Balon - samochód 205345;14;13.86;PLN;0.99; PLN;1.42;PLN;1.75;PLN;43,43%;4;D
2880;00392;Balon - ludzik w masce 205390;0;0;PLN;1.23; PLN;1.75;PLN;2.15;PLN;42,28%;4;D
2881;75269;Bajkowy Księżyc z Misiem 33cm;0;0;PLN;12.53; PLN;12.7;PLN;15.62;PLN;1,36%;0;A
2882;71243;Bajkowe Sny - Zawieszka z dźwiękiem i dodatkami 049445;3;54.39;PLN;18.13; PLN;24.17;PLN;29.73;PLN;33,31%;0;D
2883;71258;Bajkowe Sny - sprężynka pluszowa z dodatkami 30cm 049438;6;91.98;PLN;15.33; PLN;20.44;PLN;25.14;PLN;33,33%;0;D
2884;71247;Bajkowe Sny - Pozytywka 18cm 049452;1;16.73;PLN;16.73; PLN;22.31;PLN;27.44;PLN;33,35%;0;D
2885;71143;Bajkowe Sny - Grzechotka z dźwiękiem 25cm 049469;2;20.86;PLN;10.43; PLN;13.91;PLN;17.11;PLN;33,37%;0;D
2886;71259;Bajkowe Sny - Grzechotka 18cm 049421;4;37.8;PLN;9.45; PLN;12.6;PLN;15.5;PLN;33,33%;0;D
2887;05268;Bajkowe Słoneczko 35 cm;0;0;PLN;12.9; PLN;16.77;PLN;20.63;PLN;30,00%;0;A
2888;01673;Badminton134816;3;11.49;PLN;3.83; PLN;5.44;PLN;6.69;PLN;42,04%;8C;A
2889;05105;Badminton   301113;0;0;PLN;3.53; PLN;4.77;PLN;5.87;PLN;35,13%;0;A
2890;00642;BADMINGTON 2RAKIETKI-POKROWIEC /64104/          964104;0;0;PLN;4.56; PLN;6.67;PLN;8.21;PLN;46,27%;8;A
2891;05267;Baby Krówka Siedząca z Grzechotką 16 cm;0;0;PLN;7.8; PLN;10.14;PLN;12.47;PLN;30,00%;;A
2892;01058;Baby Classic Tomek i przyjaciele /360660/;0;0;PLN;10.31; PLN;14.23;PLN;17.5;PLN;38,02%;0;A
2893;03433;Autobusy SASC998-94/339142/;0;0;PLN;2.14; PLN;2.97;PLN;3.65;PLN;38,79%;0;A
2894;02075;Autobus na baterie 732528;49;345.94;PLN;7.06; PLN;10.45;PLN;12.85;PLN;48,02%;8B;D
2895;01763;Autobus metalowy /24 szt. w op./6304091 ;1;1.99;PLN;1.99; PLN;2.92;PLN;3.59;PLN;46,73%;0;A
2896;04497;AUTO/562752/;0;0;PLN;3.47; PLN;4.69;PLN;5.77;PLN;35,16%;0;A
2897;05072;Auto198012;71;417.52;PLN;5.8; PLN;8.53;PLN;10.49;PLN;47,07%;7B;A
2898;00989;Auto Zwierzak 24x22x7,3cm 312010;24;47.28;PLN;1.97; PLN;2.8;PLN;3.44;PLN;42,13%;0;D
2899;75046;Auto zestaw 1268;19;127.3;PLN;6.7; PLN;9.25;PLN;11.38;PLN;38,06%;8A;A
2900;00802;Auto z dzwonkiem 37x34x10cm 312775;36;155.88;PLN;4.33; PLN;6.15;PLN;7.56;PLN;42,03%;0;D
2901;03658;Auto wywrotka 311532;2;21.98;PLN;10.99; PLN;15.44;PLN;18.99;PLN;40,49%;0;D
2902;02391;Auto wyścigowe friction 314915, 301312;24;138.24;PLN;5.76; PLN;8.12;PLN;9.99;PLN;40,97%;1C;D
2903;01608;AUTO WYŚCIGOWE 303056;0;0;PLN;7.25; PLN;9.79;PLN;12.04;PLN;35,03%;9;A
2904;02986;Auto wózek widłowy 311488;6;74.7;PLN;12.45; PLN;17.55;PLN;21.59;PLN;40,96%;0;D
2905;05588;Auto wojskowe z lawetą + czołg 49 cm 306187;5;68.05;PLN;13.61; PLN;19.34;PLN;23.79;PLN;42,10%;1C;A
2906;05589;Auto wojskowe laweta + helikopter 49 cm 306620;1;13.61;PLN;13.61; PLN;19.34;PLN;23.79;PLN;42,10%;0;A
2907;02296;Auto w skali 1:22 R/C 4W na baterie 960698;0;0;PLN;12.95; PLN;18.17;PLN;22.35;PLN;40,31%;0;A
2908;01890;Auto w pudełku (48 szt. w op.)403861;33;50.49;PLN;1.53; PLN;2.27;PLN;2.79;PLN;48,37%;0;D
2909;05185;Auto truck 304879;0;0;PLN;6.11; PLN;7.03;PLN;8.65;PLN;15,06%;0;A
2910;75572;Auto Transformer 644484;0;0;PLN;12.01; PLN;16.01;PLN;19.69;PLN;33,31%;0;A
2911;75510;Auto Transformer 0268035;0;0;PLN;11.74; PLN;15.65;PLN;19.25;PLN;33,30%;0;A
2912;00515;Auto tir policyjny 992786;0;0;PLN;5.39; PLN;7.68;PLN;9.45;PLN;42,49%;0;A
2913;00944;Auto tir laweta 2 poziomy + 8 autek budowlanych249185;0;0;PLN;10.8; PLN;15.44;PLN;18.99;PLN;42,96%;9;A
2914;00138;Auto Terenowe RC, FF, 4x4, Amortyzatory, metal 307047;0;0;PLN;55; PLN;77;PLN;94.71;PLN;40,00%;0;D
2915;03283;Auto terenowe na radio 820119;0;0;PLN;22.71; PLN;32.48;PLN;39.95;PLN;43,02%;0;D
2916;03348;Auto śmieciarka269163;0;0;PLN;7.33; PLN;10.56;PLN;12.99;PLN;44,07%;8C;D
2917;00303;Auto śmieciarka display 12 szt. 995616;0;0;PLN;2.36; PLN;3.46;PLN;4.25;PLN;46,61%;0;A
2918;01708;AUTO ŚMIECIARKA 30CM. /MKE127525/KLOSZ    91840,275257;0;0;PLN;6.18; PLN;8.79;PLN;10.81;PLN;42,23%;5;A
2919;02756;AUTO ŚMIECIARKA /MPJ02119/  KLOSZ               021196;0;0;PLN;5.04; PLN;7.49;PLN;9.21;PLN;48,61%;0;A
2920;05349;Auto Śmieciarka (Światło, dźwięk)  /976202/;0;0;PLN;11.33; PLN;16.2;PLN;19.93;PLN;42,98%;8;A
2921;02667;Auto śmieciarka 311518;4;43.96;PLN;10.99; PLN;15.44;PLN;18.99;PLN;40,49%;0;D
2922;05327;Auto straż z napędem 33 cm / 874645/;0;0;PLN;8.25; PLN;11.47;PLN;14.11;PLN;39,03%;0;A
2923;03441;Auto straż sterowana smartfonem 128570;0;0;PLN;30.5; PLN;43.08;PLN;52.99;PLN;41,25%;0;D
2924;01528;Auto straż pożarna 30CM 8795745, 957450, 872559;31;226.3;PLN;7.3; PLN;10.56;PLN;12.99;PLN;44,66%;9F;A
2925;02615;AUTO STRAŻ POŻ.38CM.RUCH.DRABINA /ZM381/  089709 68604;0;0;PLN;10.52; PLN;14.9;PLN;18.33;PLN;41,63%;0;A
2926;02891;AUTO STRAŻ POŻ. 23CM 098134;75;245.25;PLN;3.27; PLN;4.62;PLN;5.68;PLN;41,28%;8C;A
2927;05600;Auto straż na baterie j.polski 814279;33;439.23;PLN;13.31; PLN;19.03;PLN;23.41;PLN;42,98%;1C;A
